room_id,scrape_id,host_id,property_type,room_type,country,market,neighbourhood,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,accommodates,bathrooms,bedrooms,beds,bed_type,price_Yen,price_USD,minimum_nights,maximum_nights,name,host_name,host_since,latitude,longitude,host_location,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
27838698,2.02E+13,32815136,Apartment,Entire home/apt,Japan,Tokyo,Shinjuku Ku,15,0.73,3,13,10,1,1,8,Real Bed,15587,147.3529968,2,1125,"80ãŽ¡,8beds,5mins to Shinjuku Sta",Miko,5/7/2015,35.68641,139.72568,"Meguro, Tokyo, Japan",96,10,9,10,9,9,10
27840125,2.02E+13,50315845,House,Private room,Japan,Tokyo,Taito Ku,0,,6,80,4,1,1,4,Real Bed,9997,94.50746833,1,1125,ã€à¸”à¸µà¸ˆà¸±à¸‡à¹€à¸œà¸®à¹‰à¸²ã€‘à¸«à¹‰à¸­à¸‡à¸žà¸±à¸à¸ªà¹„à¸•à¸¥à¹Œà¸à¸µà¹ˆà¸›à¸¸à¹ˆà¸™ à¸„à¸™à¹„à¸—à¸¢à¸”à¸¹à¹à¸¥24à¸Šà¸¡.ãŠå¯ºã®ä¸­ã®ï½¹ï¾žï½½ï¾„ï¾Šï½³ï½½,Kanchan,12/1/2015,35.71989,139.76742,"Taito, Tokyo, Japan",,,,,,,
27840677,2.02E+13,199463250,Apartment,Entire home/apt,Japan,Tokyo,Setagaya Ku,66,3.15,2,0,4,1,0,1,Real Bed,12040,113.8211382,1,120,H104_ã€Reduction in Priceã€‘4min SHIBUYA/Cozy ä¸‰è»’èŒ¶å±‹,Atsushi,7/2/2018,35.64172,139.66478,JP,91,9,9,9,10,10,9
27841441,2.02E+13,185713980,Villa,Private room,Japan,Tokyo,Shinjuku Ku,17,0.89,5,121,2,1,1,2,Real Bed,13007,122.9627529,2,1125,"æ–°å¤§ä¹…ä¿ç«™æ­¥è¡Œ3åˆ†é’Ÿ,æ­Œèˆžä¼Žç”ºæ­¥è¡Œ5åˆ†é’Ÿ å† äº¬åˆ«é¦†201",å‹,4/22/2018,35.70145,139.70491,"Shinjuku-ku, TÅkyÅ-to, Japan",99,10,10,10,10,9,9
27841631,2.02E+13,210049137,Apartment,Entire home/apt,Japan,Tokyo,Toshima Ku,53,2.51,7,33,3,1,1,3,Real Bed,9030,85.36585366,1,1125,JRLine #2mins walk to stn#Great location#Max3,Niko,8/17/2018,35.72907,139.72734,Japan,88,9,8,10,10,10,9
27841688,2.02E+13,210252612,Apartment,Entire home/apt,Japan,Tokyo,Toshima Ku,43,2.01,5,180,3,1,1,2,Real Bed,10459,98.87502363,1,60,ä¸œäº¬å¸‚ä¸­å¿ƒè¶…çº§åœ°æ®µ02#æ–°å®¿5åˆ†é’Ÿ#æ± è¢‹ç²¾å“å…¨æ–°å…¬å¯“#JRå±±æ‰‹çº¿ä¸¤ç«™å¯ç”¨#å…è´¹wifi#ç‹¬ç«‹å«æµ´,Ya,8/18/2018,35.72498,139.70755,"ChÅ«Å, Tokyo, Japan",95,10,9,10,10,9,9
27841856,2.02E+13,210252612,Apartment,Entire home/apt,Japan,Tokyo,Toshima Ku,53,2.5,5,178,2,1,1,1,Real Bed,10965,103.6585366,1,60,ä¸œäº¬å¸‚ä¸­å¿ƒè¶…çº§åœ°æ®µ01#æ–°å®¿5åˆ†é’Ÿ#æ± è¢‹ç²¾å“å…¨æ–°å…¬å¯“#JRå±±æ‰‹çº¿ä¸¤ç«™å¯ç”¨#å…è´¹wifi#ç‹¬ç«‹å«æµ´,Ya,8/18/2018,35.72498,139.70755,"ChÅ«Å, Tokyo, Japan",95,10,10,10,10,10,9
27843323,2.02E+13,210252612,Apartment,Entire home/apt,Japan,Tokyo,Toshima Ku,57,2.74,5,171,3,1,1,2,Real Bed,10535,99.59349593,1,60,ä¸œäº¬å¸‚ä¸­å¿ƒè¶…çº§åœ°æ®µ03#æ–°å®¿5åˆ†é’Ÿ#æ± è¢‹ç²¾å“å…¨æ–°å…¬å¯“#JRå±±æ‰‹çº¿ä¸¤ç«™å¯ç”¨#å…è´¹wifi#ç‹¬ç«‹å«æµ´,Ya,8/18/2018,35.72496,139.70757,"ChÅ«Å, Tokyo, Japan",96,10,10,10,10,10,9
27843553,2.02E+13,209824558,House,Private room,Japan,Tokyo,Adachi Ku,28,1.32,2,0,2,1,1,1,Real Bed,3010,28.45528455,1,15,ç«¹ï¾‰å¡šé§… å¾’æ­©5åˆ† ä¸Šé‡Žã¾ã§é›»è»Š20åˆ† æ°‘æ³Š è¶…(ï¾€ï¾žï¾Œï¾žï¾™ï¾ï¾žï½¯ï¾„ï¾žéƒ¨å±‹),Asha,8/15/2018,35.79707,139.7871,JP,99,10,10,10,10,10,10
27843588,2.02E+13,210252612,Apartment,Entire home/apt,Japan,Tokyo,Toshima Ku,52,2.45,5,179,3,1.5,1,0,Real Bed,10535,99.59349593,1,60,ä¸œäº¬å¸‚ä¸­å¿ƒè¶…çº§åœ°æ®µ04#æ–°å®¿5åˆ†é’Ÿ#æ± è¢‹ç²¾å“å…¨æ–°å…¬å¯“#JRå±±æ‰‹çº¿ä¸¤ç«™å¯ç”¨#å…è´¹wifi#ç‹¬ç«‹å«æµ´,Ya,8/18/2018,35.72496,139.70757,"ChÅ«Å, Tokyo, Japan",94,9,10,10,10,10,10
27846758,2.02E+13,63959988,House,Entire home/apt,Japan,Tokyo,Kita Ku,10,0.49,2,56,16,1.5,4,5,Real Bed,29025,274.3902439,1,60,NJRå±±æ‰‹çº¿é§’è¾¼7åˆ† é§è»Šå ´ä»˜ã4LDK ä¸€è»’å®¶è²¸åˆ‡101ãŽ¡ 18äºº/æ± è¢‹3é§… ä¸Šé‡Ž4é§… æ–°å®¿ æ¸‹è°·,K,3/21/2016,35.73534,139.75443,"Bunkyo City, TÅkyÅ-to, Japan",88,9,8,9,9,9,9
27849345,2.02E+13,150931532,Apartment,Entire home/apt,Japan,Tokyo,Shibuya Ku,1,0.05,7,123,5,1,1,2,Real Bed,16017,151.4180374,1,100,"NishiShinjuku Gochome station 7mins ,quite area.",Akira,9/17/2017,35.6852,139.67816,Japan,100,10,10,10,10,8,10
27849592,2.02E+13,150931532,Apartment,Entire home/apt,Japan,Tokyo,Shibuya Ku,4,0.2,7,123,6,1,1,2,Real Bed,23005,217.4796748,1,80,Near Shinjukugochome stationPeaceful Neighborhood.,Akira,9/17/2017,35.68624,139.67872,Japan,80,10,8,10,9,9,8
27853052,2.02E+13,210081038,Condominium,Entire home/apt,Japan,Tokyo,Toshima Ku,52,2.41,14,94,2,1,1,2,Real Bed,3977,37.59689922,2,1125,"Nr Ikebukuro,Shinjuku,Shibuya!Nearest Sta 4mins!",Kota,8/17/2018,35.71492,139.71562,"Toshima, Tokyo, Japan",95,10,9,10,10,9,10
27855068,2.02E+13,210378964,Apartment,Entire home/apt,Japan,Tokyo,Shinjuku Ku,13,0.62,3,46,6,1,1,3,Real Bed,23005,217.4796748,2,100,Shinjuku Shopping area! 5 mins to sta. free wifi,Mami,8/18/2018,35.69259,139.70798,"Kanagawa, Japan",92,10,9,10,10,10,9
27856014,2.02E+13,142091959,Apartment,Entire home/apt,Japan,Tokyo,Bunkyo Ku,91,4.29,7,0,10,1,3,3,Real Bed,19947,188.5706183,1,1125,"äº¬æˆä¸Šé‡Ž5-7åˆ†,ç›´è¾¾æˆç”°æœºåœº41åˆ†,è´­ç‰©ç¹åŽä¸­å¿ƒ,å…è´¹å¯„å­˜è¡ŒæŽæä¾›Wi-Fiä½¿ç”¨(Appleã®å®¶)",Apple,7/23/2017,35.70831,139.76713,Japan,95,10,9,10,10,10,10
27856046,2.02E+13,210393391,Apartment,Entire home/apt,Japan,Tokyo,Sumida Ku,51,2.64,1,0,2,1,1,1,Real Bed,6038,57.0807336,5,28,Cozy room 3min walk from Higashi-Mukojima station,Fumiaki And Yuko,8/18/2018,35.72646,139.81813,"Sumida, Tokyo, Japan",100,10,10,10,10,9,10
27856961,2.02E+13,71395336,Apartment,Entire home/apt,Japan,Tokyo,Shibuya Ku,32,1.61,4,350,7,1,2,6,Real Bed,50029,472.9532993,2,365,SC201â˜…7 pplâ˜…Free WiFiâ˜…2min to Shibuyaâ˜…2Bedroom,Taketo Stay,5/10/2016,35.64317,139.71957,"Sapporo, Hokkaido, Japan",98,10,10,10,10,10,9
27857023,2.02E+13,142091959,Serviced apartment,Entire home/apt,Japan,Tokyo,Bunkyo Ku,57,2.84,7,169,4,1.5,1,3,Real Bed,13007,122.9627529,1,1125,ææ—©è¡ŒæŽå…è´¹å¯„å­˜ï½¤æˆç”°æœºåœº41åˆ†é’Ÿï½¤åœ°é“A3æ­¥è¡Œ2åˆ†é’Ÿï½¤ä¸Šé‡Žï½¤å¾¡å¾’ç”ºï½¤ï½±ï¾’æ¨ªä¸ƒåˆ†é’Ÿï½¤å››ç«™å››æ¡çº¿å¯ç”¨.,Apple,7/23/2017,35.70671,139.76749,Japan,93,10,9,10,10,9,9
27858254,2.02E+13,90999876,House,Entire home/apt,Japan,Tokyo,Ota Ku,60,2.83,1,262,8,1,1,6,Real Bed,19457,183.9383626,2,90,20min from Haneda airportâ˜…3min from Kamata st,Rana,8/20/2016,35.56481,139.71894,"Shibuya, Tokyo, Japan",94,10,10,10,10,10,10
27859814,2.02E+13,55758254,Apartment,Private room,Japan,Tokyo,Taito Ku,34,2.48,3,174,2,1,1,1,Real Bed,6020,56.91056911,2,1125,7min. walk to Asakusa sta. with free WiFi #101,Hiromasa,1/23/2016,35.7194,139.79243,"Tokyo, Japan",95,10,10,10,10,10,10
27860461,2.02E+13,104089322,Apartment,Entire home/apt,Japan,Tokyo,Toshima Ku,7,0.33,4,273,10,1.5,3,2,Real Bed,14987,141.680847,1,1125,Nan Family Apartment 303 in Sugamo â˜•ï¸,Keiko,11/17/2016,35.73758,139.73258,"Tokyo, Japan",66,8,6,7,7,7,7
27864409,2.02E+13,55108941,Apartment,Entire home/apt,Japan,Tokyo,Adachi Ku,40,2.05,1,168,4,1,2,2,Real Bed,13760,130.0813008,1,1125,â˜…Disinfected Doneâ˜…NearAsakusaUenoâ˜…HomeCafeâ˜…6minSta,Akihiro & Mini,1/18/2016,35.744,139.79117,"Adachi, Tokyo, Japan",99,10,10,10,10,9,10
27865228,2.02E+13,210445918,House,Entire home/apt,Japan,Tokyo,Arakawa Ku,47,2.37,1,124,6,1,2,6,Real Bed,15050,142.2764228,2,1125,home,Ken,8/19/2018,35.73302,139.79171,"Tokyo, Japan",89,9,8,10,10,9,9
27878617,2.02E+13,163132791,Hostel,Shared room,Japan,Tokyo,Taito Ku,1,0.12,10,0,1,1,1,2,Real Bed,3547,33.53185857,1,14,Hostel 5 min for Sta. /Basic 4 bed mixed dorm,K'S House Tokyo Oasis,12/18/2017,35.71538,139.79436,JP,100,10,10,10,10,10,8
27878887,2.02E+13,209416351,Apartment,Entire home/apt,Japan,Tokyo,Minato Ku,0,,9,0,5,1,1,1,Real Bed,23005,217.4796748,2,6,Short Stay Residence_1BR type Maximum 5 guests#205,Mondestay+,8/14/2018,35.62648,139.73485,"Tokyo, Japan",,,,,,,
27879086,2.02E+13,22799972,House,Entire home/apt,Japan,Tokyo,Meguro Ku,10,0.48,1,26,4,1,2,1,Real Bed,29992,283.5318586,1,1125,ï½¢Sakuraï½£Meguro River~,Nao,10/21/2014,35.63963,139.70861,"ChÅ«Å, Tokyo, Japan",92,10,9,10,9,9,8
27879135,2.02E+13,151835978,House,Entire home/apt,Japan,Tokyo,Toshima Ku,41,1.92,4,265,16,3,7,5,Real Bed,26015,245.9349593,1,1125,Hi !TOKYO!BIG house in Ikebukuro!ã€ 7 ROOMS ã€‘â¤ï¸,Zia,9/23/2017,35.73441,139.72084,Japan,93,9,10,10,9,9,9
27879147,2.02E+13,205130250,Apartment,Entire home/apt,Japan,Tokyo,Setagaya Ku,72,3.57,2,342,5,1,1,2,Real Bed,19995,189.0243902,2,1125,"Charming Apartment, 6 min to JR Shinjuku Station!",June,7/25/2018,35.66955,139.66004,"Tokyo, Japan",100,10,10,10,10,10,10
27879192,2.02E+13,157882986,Hostel,Shared room,Japan,Tokyo,Taito Ku,9,0.55,4,77,2,4,1,4,Real Bed,4407,41.66193988,1,30,"Female dorm 2P@Tokyo hikari GH,1 min Kuramae sta.",Isa And Yumiko,11/8/2017,35.70271,139.79109,"Taito City, Tokyo, Japan",98,10,10,10,10,10,10
27879359,2.02E+13,191640738,House,Entire home/apt,Japan,Tokyo,Toshima Ku,7,0.34,1,0,8,1,3,2,Real Bed,15050,142.2764228,1,28,â˜…1 min to stationâ˜…Easy accessâ˜…8 Paxâ˜…3LDKâ˜…2 toilet,Kentaro,5/26/2018,35.73971,139.73158,JP,83,9,9,9,9,9,9
27880688,2.02E+13,162218189,Ryokan (Japan),Private room,Japan,Tokyo,Shinjuku Ku,18,1.01,23,349,4,1,1,2,Real Bed,15050,142.2764228,1,1125,Summer SALE!5min to station! Ryokan for 3 ! IN-205,Tosaya,12/11/2017,35.69031,139.68624,JP,84,9,8,8,9,9,9
27881318,2.02E+13,118290014,Apartment,Entire home/apt,Japan,Tokyo,Shibuya Ku,43,2.22,5,82,2,1,0,1,Real Bed,49987,472.5562488,1,1124,"Comfy, Simple Apt 10, 2 stops to Shinjuku (#10)",Yuna,2/27/2017,35.67807,139.6804,JP,98,10,10,10,10,10,9
27883019,2.02E+13,75351511,Apartment,Entire home/apt,Japan,Tokyo,Toshima Ku,33,1.7,5,89,2,1,1,1,Real Bed,9997,94.50746833,2,30,"3 min walk to JR Line, free WIFI, quiet, New Open!",Melanie èŠ³,6/2/2016,35.7305,139.72697,"Shibuya City, Tokyo, Japan",95,10,10,10,10,10,9
27883023,2.02E+13,210614154,Apartment,Entire home/apt,Japan,Tokyo,Sumida Ku,37,1.79,4,154,2,1,1,2,Real Bed,7525,71.13821138,1,1125,#Japanese style house!Wifi 402,æ‚ å­,8/19/2018,35.69038,139.79923,JP,89,9,9,9,10,9,9
27883509,2.02E+13,84661112,House,Entire home/apt,Japan,Tokyo,Toshima Ku,13,0.62,3,273,8,1,2,5,Real Bed,12470,117.8861789,1,180,Nan Family Apartment in Sugamo 301,Zia,7/19/2016,35.7361,139.73319,"Shinjuku City, Tokyo, Japan",85,9,8,9,9,9,9
27884209,2.02E+13,32815136,Apartment,Entire home/apt,Japan,Tokyo,Shinjuku Ku,19,1.02,3,13,6,1,1,2,Real Bed,14987,141.680847,2,1125,"50ãŽ¡,4beds,5mins to Shinjuku Sta",Miko,5/7/2015,35.68664,139.72524,"Meguro, Tokyo, Japan",93,9,9,9,10,10,9
27884324,2.02E+13,84661112,House,Entire home/apt,Japan,Tokyo,Toshima Ku,7,0.33,3,272,8,1,3,8,Real Bed,13545,128.0487805,1,180,Nan Family Apartment in Sugamo 501,Zia,7/19/2016,35.7378,139.73169,"Shinjuku City, Tokyo, Japan",83,8,8,10,9,10,9
27884520,2.02E+13,210199913,Apartment,Entire home/apt,Japan,Tokyo,Shinjuku Ku,45,2.18,18,26,4,1,1,1,Real Bed,13545,128.0487805,2,1125,Traditional room with Tatamiã€ç•³ã€‘â€Shinjukuâ€,Satoru,8/17/2018,35.70148,139.70641,"Setagaya, Tokyo, Japan",87,10,9,10,10,10,9
27884713,2.02E+13,102440305,Apartment,Entire home/apt,Japan,Tokyo,Shibuya Ku,47,2.21,4,32,4,1,1,3,Real Bed,15050,142.2764228,1,365,10min walk From Harajuku St.Wifi Comfy&Private305,Myriam,11/4/2016,35.67454,139.70992,"Meguro City, Tokyo, Japan",91,10,9,10,10,10,9
27884843,2.02E+13,75351511,Apartment,Entire home/apt,Japan,Tokyo,Toshima Ku,35,1.79,5,86,2,1,1,0,Real Bed,9997,94.50746833,1,30,"3 min walk to JR Line, free portable WIFI, quiet",Melanie èŠ³,6/2/2016,35.72885,139.72825,"Shibuya City, Tokyo, Japan",93,10,9,10,10,10,9
27885072,2.02E+13,162218189,Ryokan (Japan),Private room,Japan,Tokyo,Shinjuku Ku,52,2.43,23,313,3,1,1,3,Real Bed,19995,189.0243902,1,1125,SALE 5min to stationâ™ªJapaneseRyokan -IN103,Tosaya,12/11/2017,35.69033,139.6863,JP,90,9,9,9,9,9,9
27885136,2.02E+13,102440305,Apartment,Entire home/apt,Japan,Tokyo,Shibuya Ku,42,1.97,4,90,4,1,1,3,Real Bed,15050,142.2764228,1,365,10min walk From Harajuku St.Wifi Comfy&Private405,Myriam,11/4/2016,35.67427,139.70998,"Meguro City, Tokyo, Japan",91,10,10,10,10,10,9
27885932,2.02E+13,162218189,Ryokan (Japan),Private room,Japan,Tokyo,Shinjuku Ku,27,1.26,23,343,4,1,1,0,Real Bed,19995,189.0243902,1,1125,Summer SALE 5min to stationâ™ªJapaneseRyokan -IN102,Tosaya,12/11/2017,35.69008,139.68787,JP,95,10,9,9,10,10,9
27885980,2.02E+13,162218189,Ryokan (Japan),Private room,Japan,Tokyo,Shinjuku Ku,23,1.08,23,350,3,1,1,3,Real Bed,7525,71.13821138,1,1125,SALE 5min to stationâ™ªJapaneseRyokan -IN105,Tosaya,12/11/2017,35.68996,139.68777,JP,94,10,10,10,10,10,9
27886010,2.02E+13,162218189,Ryokan (Japan),Private room,Japan,Tokyo,Shinjuku Ku,23,1.29,23,358,3,1,1,0,Real Bed,7525,71.13821138,1,1125,Now on SALE!5min to station! Ryokan for 3 ! IN-201,Tosaya,12/11/2017,35.69021,139.68682,JP,92,10,10,9,10,9,9
27886909,2.02E+13,163145419,Apartment,Entire home/apt,Japan,Tokyo,Shinjuku Ku,39,1.84,13,0,4,2,2,1,Real Bed,13652,129.0603139,1,365,New open! For families or friends! Shinjuku area!,Kazutaka,12/18/2017,35.692,139.68502,"Tokyo, Tokyo, Japan",96,10,10,9,9,10,10
27886965,2.02E+13,162218189,Ryokan (Japan),Private room,Japan,Tokyo,Shinjuku Ku,25,1.19,23,343,4,1,0,0,Real Bed,19995,189.0243902,1,1125,Now on SALE !5min to station! Ryokan for 4ppl 206,Tosaya,12/11/2017,35.68908,139.68755,JP,88,9,9,8,9,9,9
27894211,2.02E+13,210712855,Apartment,Entire home/apt,Japan,Tokyo,Shinagawa Ku,29,1.39,1,212,3,1,1,3,Real Bed,26015,245.9349593,1,14,Kago #34 by Shukuba HOTEL,Taka,8/20/2018,35.62178,139.74036,"Tokyo, Japan",97,10,10,10,10,9,9
27894582,2.02E+13,155990727,House,Entire home/apt,Japan,Tokyo,Toshima Ku,44,2.13,1,123,10,1,3,4,Real Bed,16877,159.5481187,2,1125,"6min to Yamanote otsuka station, near Shinjuku",Sun,10/24/2017,35.73581,139.72687,"BunkyÅ, Tokyo, Japan",96,10,9,10,10,10,9
27895162,2.02E+13,205162345,Ryokan (Japan),Private room,Japan,Tokyo,Taito Ku,330,16.05,5,306,1,0,1,1,Real Bed,3225,30.48780488,1,365,Japanese-Style Economy Single Room w Shared Bath,Juyoh Hotel,7/26/2018,35.72614,139.80192,"TaitÅ, Tokyo, Japan",94,10,10,10,10,9,10
27895465,2.02E+13,205162345,Ryokan (Japan),Private room,Japan,Tokyo,Taito Ku,8,0.46,5,301,3,0,1,2,Real Bed,6450,60.97560976,1,365,Japanese-Style Twin Room with Shared Bathroom,Juyoh Hotel,7/26/2018,35.72704,139.80109,"TaitÅ, Tokyo, Japan",95,10,10,10,10,10,10
27895997,2.02E+13,209660103,Apartment,Entire home/apt,Japan,Tokyo,Sumida Ku,61,2.89,1,0,8,1,1,4,Real Bed,15050,142.2764228,1,1125,[New!]8PAX/Skytree area/4mins sta/AKB/Shibuya/WiFi,Yu,8/15/2018,35.70092,139.81276,"Tokyo, Japan",94,10,9,10,10,10,9
27896078,2.02E+13,205162345,Ryokan (Japan),Private room,Japan,Tokyo,Taito Ku,1,0.06,5,306,2,0,1,2,Real Bed,6450,60.97560976,1,365,Twin Room with Shared Bathroom,Juyoh Hotel,7/26/2018,35.72785,139.80049,"TaitÅ, Tokyo, Japan",60,2,2,2,2,2,2
27896258,2.02E+13,163145419,Apartment,Private room,Japan,Tokyo,Shinjuku Ku,29,1.39,13,0,5,3,3,3,Real Bed,28810,272.3577236,1,365,Totally new! For families or group! Shinjuku area!,Kazutaka,12/18/2017,35.69256,139.68495,"Tokyo, Tokyo, Japan",95,9,10,10,9,10,9
27896663,2.02E+13,163145419,Apartment,Private room,Japan,Tokyo,Nakano Ku,37,1.78,13,0,2,1.5,1,1,Real Bed,10750,101.6260163,1,365,NEW OPEN~ Shinjuku area! For couple or friends.,Kazutaka,12/18/2017,35.69221,139.68403,"Tokyo, Tokyo, Japan",95,10,10,9,9,9,9
27906300,2.02E+13,210614154,Apartment,Entire home/apt,Japan,Tokyo,Sumida Ku,33,1.74,4,180,6,1,2,4,Real Bed,14987,141.680847,1,1125,&Ryoukoku Station! 2nd floor,æ‚ å­,8/19/2018,35.69082,139.79993,JP,90,10,9,10,10,9,9
27906723,2.02E+13,185778164,Apartment,Entire home/apt,Japan,Tokyo,Toshima Ku,34,1.61,42,62,2,1,0,1,Real Bed,8492,80.27982605,1,1125,10ãŽ¡ Convenient Private Bath 1min Ikebukuro C1 EXIT,Mirai,4/23/2018,35.73156,139.70656,"Chuo City, Tokyo, Japan",82,8,8,9,9,10,8
27906863,2.02E+13,185778164,Apartment,Entire home/apt,Japan,Tokyo,Toshima Ku,46,2.17,42,83,2,1,0,1,Real Bed,8492,80.27982605,1,1125,10ãŽ¡ Convenient Private Bath 1min Ikebukuro C1 EXIT,Mirai,4/23/2018,35.73278,139.70536,"Chuo City, Tokyo, Japan",76,9,8,9,9,9,8
27907009,2.02E+13,207915193,Apartment,Entire home/apt,Japan,Tokyo,Shinjuku Ku,43,2.14,3,83,4,1,1,4,Real Bed,15050,142.2764228,1,1124,Stylish and Cool Apt in 1 stop away from Shinjuku,Takuya,8/7/2018,35.69836,139.71155,"Tokyo, Japan",95,10,10,10,10,9,9
27907499,2.02E+13,185778164,Apartment,Entire home/apt,Japan,Tokyo,Toshima Ku,17,0.81,42,81,2,1,0,1,Real Bed,8492,80.27982605,1,1125,10ãŽ¡ Convenient Private Bath 1min Ikebukuro C1 EXIT,Mirai,4/23/2018,35.73133,139.70652,"Chuo City, Tokyo, Japan",73,8,8,8,8,9,8
27907598,2.02E+13,185778164,Apartment,Entire home/apt,Japan,Tokyo,Toshima Ku,26,1.27,42,79,2,1,0,1,Real Bed,8492,80.27982605,1,1125,10ãŽ¡ Convenient Private Bath 1min Ikebukuro C1 EXIT,Mirai,4/23/2018,35.73278,139.70495,"Chuo City, Tokyo, Japan",83,9,8,9,9,9,8
27907772,2.02E+13,185778164,Apartment,Entire home/apt,Japan,Tokyo,Toshima Ku,22,1.13,42,68,2,1,0,1,Real Bed,8492,80.27982605,1,1125,10ãŽ¡ Simple Room w/Bath 1min JR Ikebukuro C1 EXIT,Mirai,4/23/2018,35.73173,139.70484,"Chuo City, Tokyo, Japan",72,8,8,9,8,10,8
27907897,2.02E+13,207915193,Apartment,Entire home/apt,Japan,Tokyo,Shinjuku Ku,45,2.26,3,83,4,1,1,4,Real Bed,15050,142.2764228,1,1124,Chic and Stylish Apt in 1 stop away from Shinjuku,Takuya,8/7/2018,35.6972,139.71239,"Tokyo, Japan",94,10,9,10,10,10,9
27908248,2.02E+13,210614154,Apartment,Entire home/apt,Japan,Tokyo,Sumida Ku,45,2.17,4,180,7,1,3,6,Real Bed,15050,142.2764228,1,1125,#Japanese style house!5th floor,æ‚ å­,8/19/2018,35.69027,139.80078,JP,87,9,9,10,10,9,9
27909826,2.02E+13,163145419,Apartment,Private room,Japan,Tokyo,Shinjuku Ku,45,2.16,13,0,2,1.5,1,1,Real Bed,10750,101.6260163,1,365,ã€New Openã€‘5min Walk to Subway Station! For Coupleâ™ª,Kazutaka,12/18/2017,35.69205,139.68477,"Tokyo, Tokyo, Japan",94,10,9,9,9,10,9
27913583,2.02E+13,43826309,House,Entire home/apt,Japan,Tokyo,Shinjuku Ku,24,1.33,22,187,14,3,6,9,Real Bed,49987,472.5562488,2,1125,"æ–°å®¿6bedroomæ¸©é¦¨åˆ«å¢…,120å¹³ç±³ä¸¤å¥—ç‹¬ç«‹å«æµ´,è½¦ç«™6åˆ†,æœ€å¤§14äºº",Momo,9/10/2015,35.70032,139.70292,æ—¥æœ¬ä¸œäº¬,98,9,9,10,10,9,9
27914325,2.02E+13,210866361,House,Private room,Japan,Tokyo,Toshima Ku,72,3.44,1,63,5,1.5,3,4,Real Bed,14190,134.1463415,1,90,Natural Modern House/Private Bedrooms with Lock,Shintaro,8/21/2018,35.73692,139.70741,"Tokyo, Japan",99,10,10,10,10,9,10
27917164,2.02E+13,206086589,Hostel,Shared room,Japan,Tokyo,Chuo Ku,526,25.91,4,304,1,1,1,1,Real Bed,2795,26.42276423,1,365,Dormitory room| Hotel&Hostel KIKKA Tokyo,Kikka,7/30/2018,35.69297,139.78034,"Chiyoda, Tokyo, Japan",92,10,9,10,10,10,9
27917471,2.02E+13,206086589,Hostel,Private room,Japan,Tokyo,Chiyoda Ku,190,9.24,4,304,2,1,1,1,Real Bed,13975,132.1138211,1,365,Double Room| Hostel KIKKA Tokyo,Kikka,7/30/2018,35.69437,139.7803,"Chiyoda, Tokyo, Japan",91,10,9,10,10,9,9
27917651,2.02E+13,206086589,Hostel,Private room,Japan,Tokyo,Chiyoda Ku,4,0.23,4,286,4,2,1,2,Real Bed,19995,189.0243902,1,365,Quadruple room | Hotel&Hostel KIKKA Tokyo,Kikka,7/30/2018,35.69317,139.77914,"Chiyoda, Tokyo, Japan",85,10,9,10,10,10,10
27923703,2.02E+13,200349143,Apartment,Entire home/apt,Japan,Tokyo,Taito Ku,34,1.6,20,90,4,1,1,2,Real Bed,7740,73.17073171,2,1125,"Cä¸Šé‡Žï½¤æµ…è‰æ–°æˆ¿æº,9æœˆç‰¹ä»·",Danyang,7/6/2018,35.70998,139.78772,"Tokyo, Japan",88,9,8,9,9,9,9
27924769,2.02E+13,145326080,Condominium,Entire home/apt,Japan,Tokyo,Shinjuku Ku,61,2.98,8,30,6,1,2,4,Real Bed,23005,217.4796748,2,1125,Shinjuku's designer's apartment,Shunki,8/10/2017,35.70401,139.69986,"Shinjuku, Tokyo, Japan",97,10,10,10,10,10,9
27925085,2.02E+13,200349143,Apartment,Entire home/apt,Japan,Tokyo,Taito Ku,14,0.69,20,90,4,1,1,2,Real Bed,11932,112.8001513,2,1125,"Dä¸Šé‡Žæµ…è‰æ–°æˆ¿æº,9æœˆç‰¹ä»·",Danyang,7/6/2018,35.71019,139.78761,"Tokyo, Japan",81,8,8,9,8,9,8
27934324,2.02E+13,210081038,Condominium,Entire home/apt,Japan,Tokyo,Toshima Ku,57,2.68,14,0,2,1,1,2,Real Bed,4300,40.6504065,2,1125,"Nearest Sta 4mins!Nr Ikebukuro,Shinjuku,Shibuya!",Kota,8/17/2018,35.71491,139.71561,"Toshima, Tokyo, Japan",94,10,9,10,10,9,9
27934346,2.02E+13,150347035,Aparthotel,Entire home/apt,Japan,Tokyo,Taito Ku,30,1.42,30,42,2,1,1,2,Real Bed,19995,189.0243902,1,3,"ASAKUSA SIXâœ¿Standardâœ¿FreeRental:rice cooker,etc",Genki,9/12/2017,35.71788,139.80149,"Tokyo, Japan",96,9,10,10,10,9,9
27935890,2.02E+13,201210320,Apartment,Entire home/apt,Japan,Tokyo,Shinjuku Ku,45,2.13,3,32,8,3,1,2,Real Bed,22037,208.3286065,1,365,â˜… Shinjuku area â˜…8 mins to Sta.â˜…Clean/Stylish,Take,7/10/2018,35.6973,139.7006,JP,95,9,10,10,10,10,9
